epoch,accuracy,loss
0,0.109375,1800.98193359375
1,0.15234375,17.447362899780273
2,0.173828125,5.255118370056152
3,0.181640625,3.8225443363189697
4,0.1875,3.140381097793579
5,0.185546875,3.2459447383880615
6,0.19140625,2.3450279235839844
7,0.185546875,2.909217357635498
8,0.1875,2.4303836822509766
9,0.185546875,2.342346668243408
0,0.15625,2.2791037559509277
1,0.158203125,2.4378981590270996
2,0.158203125,2.6237223148345947
3,0.15625,2.2904469966888428
4,0.154296875,2.347269058227539
5,0.158203125,2.438113212585449
6,0.208984375,2.3066225051879883
7,0.212890625,2.2529172897338867
8,0.212890625,3.273480176925659
9,0.21484375,2.2048051357269287
0,0.220703125,2.178591728210449
1,0.220703125,2.179683208465576
2,0.21875,2.3289852142333984
3,0.220703125,2.2058401107788086
4,0.21875,2.541043758392334
5,0.21875,2.223578929901123
6,0.220703125,2.1533217430114746
7,0.220703125,2.395979404449463
8,0.220703125,2.1467721462249756
9,0.21875,2.1554489135742188
0,0.21484375,2.1740505695343018
1,0.21484375,2.1727190017700195
2,0.212890625,2.190715789794922
3,0.216796875,2.1656494140625
4,0.21484375,2.6908771991729736
5,0.212890625,2.168095588684082
6,0.21484375,2.1648764610290527
7,0.21484375,2.1642005443573
8,0.212890625,2.217522144317627
9,0.21484375,2.2601609230041504
0,0.224609375,2.2887187004089355
1,0.22265625,2.1906206607818604
2,0.224609375,2.1788816452026367
3,0.224609375,2.7317562103271484
4,0.224609375,2.5073068141937256
5,0.2265625,2.1726512908935547
6,0.224609375,2.3101658821105957
7,0.22265625,2.4784843921661377
8,0.224609375,3.087160348892212
9,0.224609375,2.1749067306518555
