epoch,accuracy,loss
0,0.099609375,636.210205078125
1,0.1328125,7.576864719390869
2,0.15234375,4.585962772369385
3,0.181640625,3.286947727203369
4,0.1875,2.7061545848846436
5,0.1875,3.1695988178253174
6,0.181640625,2.744359016418457
7,0.1875,2.401108741760254
8,0.1875,2.302243947982788
9,0.1875,2.576262950897217
0,0.15625,2.236639976501465
1,0.181640625,4.429237365722656
2,0.212890625,2.194197177886963
3,0.212890625,2.3995914459228516
4,0.212890625,2.184319257736206
5,0.212890625,2.1807873249053955
6,0.212890625,2.2898709774017334
7,0.208984375,2.517873525619507
8,0.212890625,2.2450103759765625
9,0.212890625,2.1730611324310303
0,0.220703125,2.1488630771636963
1,0.220703125,2.144986867904663
2,0.220703125,3.195150136947632
3,0.220703125,2.136502265930176
4,0.21875,2.133978843688965
5,0.220703125,5.249140739440918
6,0.220703125,2.3366072177886963
7,0.220703125,2.128066062927246
8,0.220703125,2.1271474361419678
9,0.220703125,2.126354694366455
0,0.21484375,2.168520212173462
1,0.216796875,2.161726951599121
2,0.21484375,2.163262367248535
3,0.21484375,2.1610207557678223
4,0.21484375,2.1584599018096924
5,0.212890625,2.1698055267333984
6,0.21484375,2.1562817096710205
7,0.21484375,2.1553242206573486
8,0.21484375,8.948857307434082
9,0.21484375,2.154472827911377
0,0.224609375,2.178014039993286
1,0.2265625,2.1730244159698486
2,0.224609375,2.176025390625
3,0.224609375,2.1750307083129883
4,0.224609375,2.1739189624786377
5,0.224609375,3.0041303634643555
6,0.224609375,2.172745704650879
7,0.224609375,2.172377586364746
8,0.224609375,2.171952247619629
9,0.224609375,2.171865224838257
0,0.234375,2.1664178371429443
1,0.234375,2.1647753715515137
2,0.234375,3.509460687637329
3,0.234375,2.1611576080322266
4,0.236328125,2.442384719848633
5,0.234375,2.1594455242156982
6,0.234375,2.1585583686828613
7,0.234375,2.3371312618255615
8,0.234375,2.157849073410034
9,0.234375,2.7159862518310547
0,0.224609375,2.140977382659912
1,0.224609375,2.1394436359405518
2,0.224609375,2.1377499103546143
3,0.224609375,2.1359198093414307
4,0.224609375,2.134239912033081
5,0.224609375,2.133383274078369
6,0.224609375,2.132768392562866
7,0.224609375,2.1317970752716064
8,0.224609375,2.1315414905548096
