epoch,accuracy,loss
0,0.0458984375,330.7365417480469
1,0.1005859375,165.68252563476562
2,0.15234375,115.5960922241211
3,0.158203125,102.11965942382812
4,0.1494140625,88.91178894042969
5,0.1689453125,68.94129180908203
6,0.1845703125,53.486297607421875
7,0.15234375,44.970726013183594
8,0.185546875,32.724029541015625
9,0.15625,28.305908203125
0,0.1435546875,22.33127212524414
1,0.1357421875,18.972423553466797
2,0.1318359375,14.908197402954102
3,0.1064453125,11.79176139831543
4,0.109375,10.03803539276123
5,0.142578125,8.586042404174805
6,0.16796875,7.3539137840271
7,0.1787109375,6.155240058898926
8,0.1787109375,6.25687313079834
9,0.181640625,5.674872398376465
0,0.1826171875,5.097497940063477
1,0.1845703125,5.079639434814453
2,0.1904296875,4.89895486831665
3,0.185546875,4.492630958557129
4,0.19140625,4.325437068939209
5,0.2041015625,3.846273183822632
6,0.203125,3.8521037101745605
7,0.1923828125,3.467188835144043
8,0.1875,3.8074235916137695
9,0.19921875,3.3923726081848145
0,0.1923828125,3.56931209564209
1,0.189453125,3.4528110027313232
2,0.2021484375,3.5832347869873047
3,0.197265625,3.42427396774292
4,0.2255859375,3.1745400428771973
5,0.2080078125,3.2548928260803223
6,0.2021484375,3.3073716163635254
7,0.2021484375,3.045407295227051
8,0.201171875,3.1022136211395264
9,0.205078125,2.991755485534668
0,0.2099609375,2.9697537422180176
1,0.1943359375,2.988541603088379
2,0.205078125,2.817108392715454
3,0.205078125,2.8556718826293945
4,0.197265625,2.8812997341156006
5,0.20703125,2.857060432434082
6,0.2119140625,2.821521759033203
7,0.2119140625,2.668309450149536
8,0.2060546875,2.8561649322509766
9,0.201171875,2.6702756881713867
0,0.208984375,2.7638463973999023
1,0.2099609375,2.9113340377807617
2,0.2138671875,2.7307608127593994
3,0.216796875,2.9299838542938232
4,0.2099609375,2.685598611831665
5,0.20703125,2.82958984375
6,0.2109375,2.7846338748931885
7,0.2158203125,2.775161027908325
8,0.216796875,2.6912763118743896
9,0.216796875,2.7944798469543457
0,0.220703125,2.565483331680298
1,0.216796875,2.74783992767334
2,0.21875,2.818869113922119
3,0.21484375,2.7132577896118164
4,0.2255859375,2.5742411613464355
5,0.21875,2.569289207458496
6,0.2197265625,2.6749119758605957
7,0.2158203125,2.6336090564727783
8,0.216796875,2.6363635063171387
9,0.22265625,2.547952890396118
0,0.2158203125,2.671782970428467
1,0.2158203125,2.6114935874938965
2,0.2197265625,2.528872489929199
3,0.2158203125,2.600423812866211
4,0.2197265625,2.5162782669067383
5,0.224609375,2.46718168258667
6,0.21875,2.5256474018096924
7,0.224609375,2.5304017066955566
8,0.2138671875,2.48160457611084
9,0.2216796875,2.647792339324951
0,0.2529296875,2.5806775093078613
1,0.2578125,2.4538142681121826
2,0.26171875,2.5436089038848877
3,0.2529296875,2.5023856163024902
4,0.2509765625,2.477372169494629
5,0.25390625,2.54624080657959
6,0.2578125,2.59240984916687
7,0.2490234375,2.552117109298706
8,0.255859375,2.5943806171417236
9,0.2578125,2.4613051414489746
0,0.205078125,2.506106376647949
1,0.2099609375,2.4651103019714355
2,0.205078125,2.449352979660034
3,0.19921875,2.5412960052490234
4,0.205078125,2.552370548248291
5,0.205078125,2.577134370803833
6,0.20703125,2.5491344928741455
7,0.20703125,2.4170310497283936
8,0.2060546875,2.4999594688415527
9,0.2041015625,2.5510525703430176
0,0.21484375,2.4983675479888916
1,0.212890625,2.6236064434051514
2,0.2158203125,2.59829044342041
3,0.2119140625,2.4719550609588623
4,0.2177734375,2.5538644790649414
5,0.21875,2.4649908542633057
6,0.216796875,2.4541802406311035
7,0.2177734375,2.44266414642334
8,0.2177734375,2.5264053344726562
9,0.2138671875,2.4297666549682617
0,0.236328125,2.4931066036224365
1,0.2314453125,2.459857225418091
2,0.2353515625,2.4402754306793213
3,0.232421875,2.4921135902404785
4,0.2353515625,2.5652377605438232
5,0.2265625,2.568221092224121
6,0.2275390625,2.469379186630249
7,0.2333984375,2.4839770793914795
8,0.2353515625,2.4527339935302734
9,0.232421875,2.437272548675537
0,0.2177734375,2.4683024883270264
1,0.216796875,2.4275379180908203
2,0.2197265625,2.4311771392822266
3,0.22265625,2.455016613006592
4,0.2216796875,2.421055316925049
5,0.2177734375,2.420677661895752
6,0.2236328125,2.408514976501465
7,0.220703125,2.4687581062316895
8,0.220703125,2.462419033050537
9,0.2216796875,2.418545722961426
0,0.232421875,2.4348435401916504
1,0.2333984375,2.471670150756836
2,0.232421875,2.4490103721618652
3,0.232421875,2.4415431022644043
4,0.2333984375,2.413799524307251
5,0.2373046875,2.405870199203491
6,0.23828125,2.492931842803955
7,0.234375,2.46795916557312
8,0.2333984375,2.408398389816284
9,0.232421875,2.4200148582458496
0,0.2099609375,2.473939895629883
1,0.2080078125,2.4156904220581055
2,0.20703125,2.4208106994628906
3,0.2119140625,2.4388957023620605
4,0.2119140625,2.4084649085998535
5,0.208984375,2.4291796684265137
6,0.208984375,2.3931775093078613
7,0.2138671875,2.3849308490753174
8,0.2060546875,2.4571433067321777
9,0.2080078125,2.423367500305176
0,0.1982421875,2.3772404193878174
1,0.1982421875,2.3879480361938477
2,0.1982421875,2.4139275550842285
3,0.201171875,2.3978254795074463
4,0.2001953125,2.394517183303833
5,0.1962890625,2.432427406311035
6,0.1982421875,2.405463933944702
7,0.197265625,2.3905487060546875
8,0.2001953125,2.3789610862731934
9,0.19921875,2.41070556640625
0,0.224609375,2.4008467197418213
1,0.2265625,2.3773250579833984
2,0.2255859375,2.416201591491699
3,0.220703125,2.4499316215515137
4,0.224609375,2.426147937774658
5,0.220703125,2.440255641937256
6,0.2236328125,2.4337170124053955
7,0.2255859375,2.374331474304199
8,0.2216796875,2.412837505340576
9,0.2236328125,2.50724720954895
0,0.2109375,2.396961212158203
1,0.2197265625,2.4179205894470215
